map_seed,repetition,steps,success,terminated,truncated,complete,base_return,shaped_return,noop_steps
300021,14,32,0,0,1,1,-0.3200000000000001,-0.06879999999999992,12
300021,15,32,0,0,1,1,-0.3200000000000001,0.003200000000000147,7
300022,0,32,0,0,1,1,-0.3200000000000001,-0.07759999999999993,7
300022,1,32,0,0,1,1,-0.3200000000000001,-0.07399999999999989,6
300022,2,32,0,0,1,1,-0.3200000000000001,-0.11959999999999994,13
300022,3,32,0,0,1,1,-0.3200000000000001,-0.0859999999999999,14
300022,4,32,0,0,1,1,-0.3200000000000001,-0.05359999999999991,16
300022,5,24,1,1,0,1,0.7599999999999999,0.9628000000000001,5
300022,6,32,0,0,1,1,-0.3200000000000001,-0.07039999999999985,11
300022,7,32,0,0,1,1,-0.3200000000000001,-0.10399999999999994,10
300022,8,32,0,0,1,1,-0.3200000000000001,-0.11119999999999997,7
300022,9,32,0,0,1,1,-0.3200000000000001,-0.08959999999999996,10
300022,10,32,0,0,1,1,-0.3200000000000001,-0.08959999999999994,11
300022,11,32,0,0,1,1,-0.3200000000000001,-0.04879999999999986,15
300022,12,32,0,0,1,1,-0.3200000000000001,-0.07759999999999982,11
300022,13,22,1,1,0,1,0.7799999999999999,0.9528000000000001,7
300022,14,7,1,1,0,1,0.9299999999999999,1.0608,0
300022,15,9,1,1,0,1,0.91,1.0468,4
300023,0,10,1,1,0,1,0.9,1.0452000000000001,3
300023,1,32,0,0,1,1,-0.3200000000000001,-0.046399999999999886,6
300023,2,32,0,0,1,1,-0.3200000000000001,-0.040399999999999964,18
300023,3,32,0,0,1,1,-0.3200000000000001,-0.041599999999999915,9
300023,4,32,0,0,1,1,-0.3200000000000001,-0.06079999999999981,9
300023,5,32,0,0,1,1,-0.3200000000000001,-0.018799999999999817,6
300023,6,8,1,1,0,1,0.9199999999999999,1.0568,1
300023,7,6,1,1,0,1,0.94,1.0708,3
300023,8,32,0,0,1,1,-0.3200000000000001,-0.11359999999999999,4
300023,9,32,0,0,1,1,-0.3200000000000001,-0.022399999999999892,15
300023,10,13,1,1,0,1,0.87,1.0428000000000002,2
300023,11,32,0,0,1,1,-0.3200000000000001,-0.07999999999999996,7
300023,12,17,1,1,0,1,0.83,0.9872000000000001,4
300023,13,32,0,0,1,1,-0.3200000000000001,-0.02839999999999987,14
300023,14,19,1,1,0,1,0.8099999999999999,0.9768000000000001,4
300023,15,12,1,1,0,1,0.88,1.0324,7
300024,0,32,0,0,1,1,-0.3200000000000001,-0.02199999999999988,13
300024,1,17,1,1,0,1,0.83,1.0356,3
300024,2,32,0,0,1,1,-0.3200000000000001,-0.008799999999999863,14
300024,3,32,0,0,1,1,-0.3200000000000001,0.0584000000000002,12
300024,4,8,1,1,0,1,0.9199999999999999,1.0992,0
300024,5,4,1,1,0,1,0.96,1.1272,0
300024,6,32,0,0,1,1,-0.3200000000000001,0.004400000000000126,15
300024,7,32,0,0,1,1,-0.3200000000000001,-0.025599999999999914,12
300024,8,27,1,1,0,1,0.73,1.01,7
300024,9,20,1,1,0,1,0.7999999999999999,1.0176,10
300024,10,27,1,1,0,1,0.73,0.9848000000000001,9
300024,11,32,1,1,0,1,0.6799999999999999,1.0224000000000002,10
300024,12,32,0,0,1,1,-0.3200000000000001,0.027200000000000196,14
300024,13,32,0,0,1,1,-0.3200000000000001,0.05720000000000028,15
300024,14,32,0,0,1,1,-0.3200000000000001,0.026000000000000134,15
300024,15,25,1,1,0,1,0.7499999999999999,1.0108000000000001,7
300025,0,32,0,0,1,1,-0.3200000000000001,0.2072000000000002,14
300025,1,32,0,0,1,1,-0.3200000000000001,0.22520000000000023,18
300025,2,32,0,0,1,1,-0.3200000000000001,0.19160000000000016,9
300025,3,32,0,0,1,1,-0.3200000000000001,0.16760000000000014,8
300025,4,32,0,0,1,1,-0.3200000000000001,0.1280000000000001,12
300025,5,32,0,0,1,1,-0.3200000000000001,0.19880000000000017,13
300025,6,32,0,0,1,1,-0.3200000000000001,0.16520000000000012,7
